ad_id,page_id,page_name,ad_creative_bodies,ad_delivery_start_time,bylines,ad_snapshot_url,estimated_audience_size_lower,male,female,young,middle,old,delivery_by_region,estimated_audience_size_upper,ad_delivery_stop_time,currency,spend_lower,spend_upper,impressions_lower,impressions_upper,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia
168692422678421,102329728050606,Yes23,"Everyone wants to belong.

Aboriginal and Torres Strait Islander communities are calling for greater belonging through recognition of their 65,000 year culture in our constitution.

The national referendum to decide the issue is an opportunity for us all to be connected to that proud heritage.

Vote ‘Yes’ to recognise 65,000 years of Indigenous culture in our constitution.

This is our chance to write 65,000 years of continuous Indigenous culture into our constitution.

The national referendum for Indigenous constitutional recognition is a choice for us, not politicians. 

Make your choice by voting ‘Yes’ to 65,000 years of Indigenous culture.

Show your support today by pledging to vote Yes: https://action.yes23.com.au/pledge",2023-06-14,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=168692422678421&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.548824,0.431284,0.303798,0.536166,0.160036,"[{'percentage': '0.014519', 'region': 'Australian Capital Territory'}, {'percentage': '0.259528', 'region': 'New South Wales'}, {'percentage': '0.019964', 'region': 'Northern Territory'}, {'percentage': '0.151543', 'region': 'Queensland'}, {'percentage': '0.071688', 'region': 'South Australia'}, {'percentage': '0.049909', 'region': 'Tasmania'}, {'percentage': '0.311252', 'region': 'Victoria'}, {'percentage': '0.121597', 'region': 'Western Australia'}]",,2023-06-18,AUD,0,99,1000,1999,0.014519,0.259528,0.019964,0.151543,0.071688,0.049909,0.311252,0.121597
1257271801571429,102329728050606,Yes23,"4 reasons to vote ‘Yes’ in the national referendum for Indigenous constitutional recognition.

Vote ‘Yes’ to recognise 65,000 years of Indigenous culture in our constitution.

Show your support today by pledging to vote Yes: https://action.yes23.com.au/pledge",2023-06-14,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=1257271801571429&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.563506,0.41915,0.221965,0.548962,0.229074,"[{'percentage': '7.0E-6', 'region': 'Unknown'}, {'percentage': '0.02338', 'region': 'Australian Capital Territory'}, {'percentage': '0.27613', 'region': 'New South Wales'}, {'percentage': '0.020889', 'region': 'Northern Territory'}, {'percentage': '0.165507', 'region': 'Queensland'}, {'percentage': '0.092001', 'region': 'South Australia'}, {'percentage': '0.044073', 'region': 'Tasmania'}, {'percentage': '0.244097', 'region': 'Victoria'}, {'percentage': '0.133874', 'region': 'Western Australia'}, {'percentage': '4.1E-5', 'region': 'Jervis Bay Territory'}]",,2023-06-19,AUD,600,699,150000,174999,0.02338,0.27613,0.020889,0.165507,0.092001,0.044073,0.244097,0.133874
820323909463296,102329728050606,Yes23,"This is our chance to write 65,000 years of continuous Indigenous culture into our constitution.

The national referendum for Indigenous constitutional recognition is a choice for us, not politicians. 

Make your choice by voting ‘Yes’ to 65,000 years of Indigenous culture.

Show your support today by pledging to vote Yes: https://action.yes23.com.au/pledge",2023-06-14,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=820323909463296&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.495231,0.492949,0.360724,0.513024,0.126249,"[{'percentage': '0.021308', 'region': 'Australian Capital Territory'}, {'percentage': '0.261618', 'region': 'New South Wales'}, {'percentage': '0.024614', 'region': 'Northern Territory'}, {'percentage': '0.181071', 'region': 'Queensland'}, {'percentage': '0.085277', 'region': 'South Australia'}, {'percentage': '0.043075', 'region': 'Tasmania'}, {'percentage': '0.250918', 'region': 'Victoria'}, {'percentage': '0.132118', 'region': 'Western Australia'}]",,2023-06-19,AUD,100,199,20000,24999,0.021308,0.261618,0.024614,0.181071,0.085277,0.043075,0.250918,0.132118
265556052721180,102329728050606,Yes23,"Everyone wants to belong.

Aboriginal and Torres Strait Islander communities are calling for greater belonging through recognition of their 65,000 year culture in our constitution.

The national referendum to decide the issue is an opportunity for us all to be connected to that proud heritage.

Vote ‘Yes’ to recognise 65,000 years of Indigenous culture in our constitution.

This is our chance to write 65,000 years of continuous Indigenous culture into our constitution.

The national referendum for Indigenous constitutional recognition is a choice for us, not politicians. 

Make your choice by voting ‘Yes’ to 65,000 years of Indigenous culture.

Show your support today by pledging to vote Yes: https://action.yes23.com.au/pledge",2023-06-14,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=265556052721180&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.504263,0.470507,0.48438,0.42556,0.090058,"[{'percentage': '0.034188', 'region': 'Australian Capital Territory'}, {'percentage': '0.259309', 'region': 'New South Wales'}, {'percentage': '0.017932', 'region': 'Northern Territory'}, {'percentage': '0.153339', 'region': 'Queensland'}, {'percentage': '0.087269', 'region': 'South Australia'}, {'percentage': '0.040641', 'region': 'Tasmania'}, {'percentage': '0.287209', 'region': 'Victoria'}, {'percentage': '0.120057', 'region': 'Western Australia'}, {'percentage': '5.5E-5', 'region': 'Jervis Bay Territory'}]",,2023-06-19,AUD,100,199,35000,39999,0.034188,0.259309,0.017932,0.153339,0.087269,0.040641,0.287209,0.120057
1394582071390707,102329728050606,Yes23,"A ‘Yes’ vote for constitutional recognition for Aboriginal and Torres Strait Islander peoples will help bring the country together.

It’s an invitation for all Australians to be connected to 65,000 years of Indigenous culture through our constitution.

Vote ‘Yes’ for Indigenous constitutional recognition.

Show your support today by pledging to vote Yes: https://action.yes23.com.au/pledge",2023-06-14,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=1394582071390707&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.578511,0.405072,0.327293,0.532428,0.14028,"[{'percentage': '0.025273', 'region': 'Australian Capital Territory'}, {'percentage': '0.262495', 'region': 'New South Wales'}, {'percentage': '0.016391', 'region': 'Northern Territory'}, {'percentage': '0.166007', 'region': 'Queensland'}, {'percentage': '0.097376', 'region': 'South Australia'}, {'percentage': '0.048446', 'region': 'Tasmania'}, {'percentage': '0.265321', 'region': 'Victoria'}, {'percentage': '0.118692', 'region': 'Western Australia'}]",,2023-06-18,AUD,0,99,10000,14999,0.025273,0.262495,0.016391,0.166007,0.097376,0.048446,0.265321,0.118692
161993070072437,102329728050606,Yes23,"A ‘Yes’ vote for constitutional recognition for Aboriginal and Torres Strait Islander peoples will help bring the country together.

It’s an invitation for all Australians to be connected to 65,000 years of Indigenous culture through our constitution.

Vote ‘Yes’ for Indigenous constitutional recognition.

Show your support today by pledging to vote Yes: https://action.yes23.com.au/pledge",2023-06-14,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=161993070072437&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.565749,0.420489,0.214067,0.565749,0.220183,"[{'percentage': '0.02454', 'region': 'Australian Capital Territory'}, {'percentage': '0.292945', 'region': 'New South Wales'}, {'percentage': '0.165644', 'region': 'Queensland'}, {'percentage': '0.101227', 'region': 'South Australia'}, {'percentage': '0.046012', 'region': 'Tasmania'}, {'percentage': '0.245399', 'region': 'Victoria'}, {'percentage': '0.116564', 'region': 'Western Australia'}, {'percentage': '0.007669', 'region': 'Northern Territory'}]",,2023-06-18,AUD,0,99,0,999,0.02454,0.292945,0.007669,0.165644,0.101227,0.046012,0.245399,0.116564
1333557460593707,102329728050606,Yes23,"Aboriginal and Torres Strait Islander communities have called for constitutional recognition through a voice to Parliament – and your support is needed to make it happen. 

Later this year, we all have the opportunity to vote for this once-in-a generation opportunity to unite our country through crucial changes to the constitution. 

A voice to Parliament will give Indigenous Australians a say over things that affect them. Experience shows this is the best way to address the unique challenges affecting Aboriginal and Torres Strait Islander communities. 

But success hinges on each and every one of us who supports the voice to Parliament playing our part. Can you pledge to vote Yes today?",2023-06-13,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=1333557460593707&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.221383,0.745995,0.113792,0.570213,0.315994,"[{'percentage': '0.041652', 'region': 'Australian Capital Territory'}, {'percentage': '0.309122', 'region': 'New South Wales'}, {'percentage': '0.020251', 'region': 'Northern Territory'}, {'percentage': '0.144269', 'region': 'Queensland'}, {'percentage': '0.073691', 'region': 'South Australia'}, {'percentage': '0.027476', 'region': 'Tasmania'}, {'percentage': '0.296458', 'region': 'Victoria'}, {'percentage': '0.087021', 'region': 'Western Australia'}, {'percentage': '6.0E-5', 'region': 'Jervis Bay Territory'}]",,2023-06-21,AUD,900,999,50000,59999,0.041652,0.309122,0.020251,0.144269,0.073691,0.027476,0.296458,0.087021
679485077333644,102329728050606,Yes23,"Aboriginal and Torres Strait Islander communities have called for constitutional recognition through a voice to Parliament – and your support is needed to make it happen. 

Later this year, we all have the opportunity to vote for this once-in-a generation opportunity to unite our country through crucial changes to the constitution. 

A voice to Parliament will give Indigenous Australians a say over things that affect them. Experience shows this is the best way to address the unique challenges affecting Aboriginal and Torres Strait Islander communities. 

But success hinges on each and every one of us who supports the voice to Parliament playing our part. Can you pledge to vote Yes today?",2023-06-13,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=679485077333644&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.223046,0.752783,0.087271,0.362451,0.550276,"[{'percentage': '0.032399', 'region': 'Australian Capital Territory'}, {'percentage': '0.295727', 'region': 'New South Wales'}, {'percentage': '0.027688', 'region': 'Northern Territory'}, {'percentage': '0.162327', 'region': 'Queensland'}, {'percentage': '0.079676', 'region': 'South Australia'}, {'percentage': '0.033804', 'region': 'Tasmania'}, {'percentage': '0.257873', 'region': 'Victoria'}, {'percentage': '0.110505', 'region': 'Western Australia'}]",,2023-06-21,AUD,200,299,15000,19999,0.032399,0.295727,0.027688,0.162327,0.079676,0.033804,0.257873,0.110505
583925747190984,102329728050606,Yes23,"Are you voting Yes at the referendum? 

Aboriginal and Torres Strait Islander communities have called for constitutional recognition through a voice to Parliament. Later this year we all have the opportunity to bring our country together with a resounding Yes vote. 

Will you pledge to vote Yes?",2023-06-13,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=583925747190984&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.261903,0.714248,0.035072,0.268391,0.696536,"[{'percentage': '0.039338', 'region': 'Australian Capital Territory'}, {'percentage': '0.314002', 'region': 'New South Wales'}, {'percentage': '0.017073', 'region': 'Northern Territory'}, {'percentage': '0.153745', 'region': 'Queensland'}, {'percentage': '0.086333', 'region': 'South Australia'}, {'percentage': '0.032122', 'region': 'Tasmania'}, {'percentage': '0.256358', 'region': 'Victoria'}, {'percentage': '0.10103', 'region': 'Western Australia'}]",,2023-06-21,AUD,300,399,15000,19999,0.039338,0.314002,0.017073,0.153745,0.086333,0.032122,0.256358,0.10103
638426227888269,102329728050606,Yes23,"Are you voting Yes at the referendum? 

Aboriginal and Torres Strait Islander communities have called for constitutional recognition through a voice to Parliament. Later this year we all have the opportunity to bring our country together with a resounding Yes vote. 

Will you pledge to vote Yes?",2023-06-13,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=638426227888269&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.279405,0.686368,0.148376,0.518755,0.332868,"[{'percentage': '0.046326', 'region': 'Australian Capital Territory'}, {'percentage': '0.314424', 'region': 'New South Wales'}, {'percentage': '0.012766', 'region': 'Northern Territory'}, {'percentage': '0.152089', 'region': 'Queensland'}, {'percentage': '0.066722', 'region': 'South Australia'}, {'percentage': '0.026646', 'region': 'Tasmania'}, {'percentage': '0.30032', 'region': 'Victoria'}, {'percentage': '0.080654', 'region': 'Western Australia'}, {'percentage': '5.2E-5', 'region': 'Jervis Bay Territory'}]",,2023-06-21,AUD,4500,4999,200000,249999,0.046326,0.314424,0.012766,0.152089,0.066722,0.026646,0.30032,0.080654
276526274788758,102329728050606,Yes23,"4 reasons to donate to the Yes campaign for constitutional recognition and a Voice for First Nations people.

Show your solidarity by donating to support the Yes campaign today.",2023-06-12,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=276526274788758&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.353478,0.599232,0.090286,0.515793,0.39392,"[{'percentage': '0.05446', 'region': 'Australian Capital Territory'}, {'percentage': '0.298157', 'region': 'New South Wales'}, {'percentage': '0.009627', 'region': 'Northern Territory'}, {'percentage': '0.075548', 'region': 'Queensland'}, {'percentage': '0.054369', 'region': 'South Australia'}, {'percentage': '0.037866', 'region': 'Tasmania'}, {'percentage': '0.392225', 'region': 'Victoria'}, {'percentage': '0.077748', 'region': 'Western Australia'}]",,2023-06-19,AUD,400,499,15000,19999,0.05446,0.298157,0.009627,0.075548,0.054369,0.037866,0.392225,0.077748
776784157471527,102329728050606,Yes23,"Will you put your money where your heart is? ♥️💛🖤

The Uluru Statement from the Heart, forged by Aboriginal and Torres Strait Islander communities, calls for constitutional recognition and a Voice to Parliament.

The national referendum for recognition and a Voice is an opportunity for all Australians to meet them heart to heart.

Show your solidarity here and now by donating to support the YES campaign.",2023-06-13,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=776784157471527&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.170118,0.793888,0.070236,0.555763,0.373997,"[{'percentage': '0.049933', 'region': 'Australian Capital Territory'}, {'percentage': '0.300797', 'region': 'New South Wales'}, {'percentage': '0.013753', 'region': 'Northern Territory'}, {'percentage': '0.075957', 'region': 'Queensland'}, {'percentage': '0.052119', 'region': 'South Australia'}, {'percentage': '0.034488', 'region': 'Tasmania'}, {'percentage': '0.400733', 'region': 'Victoria'}, {'percentage': '0.072219', 'region': 'Western Australia'}]",,2023-06-19,AUD,600,699,20000,24999,0.049933,0.300797,0.013753,0.075957,0.052119,0.034488,0.400733,0.072219
1318480518794010,102329728050606,Yes23,"Will you put your money where your heart is? ♥️💛🖤

The Uluru Statement from the Heart, forged by Aboriginal and Torres Strait Islander communities, calls for constitutional recognition and a Voice to Parliament.

The national referendum for recognition and a Voice is an opportunity for all Australians to meet them heart to heart.

Show your solidarity here and now by donating to support the YES campaign.",2023-06-12,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=1318480518794010&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.136823,0.826437,0.038625,0.554334,0.407038,"[{'percentage': '0.047956', 'region': 'Australian Capital Territory'}, {'percentage': '0.323098', 'region': 'New South Wales'}, {'percentage': '0.010523', 'region': 'Northern Territory'}, {'percentage': '0.088667', 'region': 'Queensland'}, {'percentage': '0.056926', 'region': 'South Australia'}, {'percentage': '0.033293', 'region': 'Tasmania'}, {'percentage': '0.368121', 'region': 'Victoria'}, {'percentage': '0.071416', 'region': 'Western Australia'}]",,2023-06-18,AUD,200,299,8000,8999,0.047956,0.323098,0.010523,0.088667,0.056926,0.033293,0.368121,0.071416
230823186397833,102329728050606,Yes23,"Will you put your money where your heart is? ♥️💛🖤

The Uluru Statement from the Heart, forged by Aboriginal and Torres Strait Islander communities, calls for constitutional recognition and a Voice to Parliament.

The national referendum for recognition and a Voice is an opportunity for all Australians to meet them heart to heart.

Show your solidarity here and now by donating to support the YES campaign.",2023-06-12,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=230823186397833&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.267211,0.673423,0.077793,0.587074,0.335132,"[{'percentage': '0.051905', 'region': 'Australian Capital Territory'}, {'percentage': '0.316607', 'region': 'New South Wales'}, {'percentage': '0.013142', 'region': 'Northern Territory'}, {'percentage': '0.076464', 'region': 'Queensland'}, {'percentage': '0.047657', 'region': 'South Australia'}, {'percentage': '0.032922', 'region': 'Tasmania'}, {'percentage': '0.399442', 'region': 'Victoria'}, {'percentage': '0.061861', 'region': 'Western Australia'}]",,2023-06-19,AUD,200,299,10000,14999,0.051905,0.316607,0.013142,0.076464,0.047657,0.032922,0.399442,0.061861
6484899658237933,102329728050606,Yes23,"Will you put your money where your heart is? ♥️💛🖤

The Uluru Statement from the Heart, forged by Aboriginal and Torres Strait Islander communities, calls for constitutional recognition and a Voice to Parliament.

The national referendum for recognition and a Voice is an opportunity for all Australians to meet them heart to heart.

Show your solidarity here and now by donating to support the YES campaign.",2023-06-12,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=6484899658237933&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.212441,0.751161,0.060764,0.594531,0.344704,"[{'percentage': '0.050763', 'region': 'Australian Capital Territory'}, {'percentage': '0.302901', 'region': 'New South Wales'}, {'percentage': '0.009924', 'region': 'Northern Territory'}, {'percentage': '0.08855', 'region': 'Queensland'}, {'percentage': '0.053435', 'region': 'South Australia'}, {'percentage': '0.03687', 'region': 'Tasmania'}, {'percentage': '0.387939', 'region': 'Victoria'}, {'percentage': '0.069618', 'region': 'Western Australia'}]",,2023-06-19,AUD,400,499,15000,19999,0.050763,0.302901,0.009924,0.08855,0.053435,0.03687,0.387939,0.069618
273335325086137,102329728050606,Yes23,"Australia’s Constitution is 122 years old and still doesn’t recognise Indigenous Australians. Australia’s Constitution is 122 years old and still doesn’t recognise indigenous Australians.

#yes23
#voice
#referendum23 
#constitutionalrecognition 
#indigenousrecognition
#voiceyes
#yesvoice
#yesfair
#sayyes
#sayes",2023-06-12,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=273335325086137&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.523049,0.463013,0.414818,0.509186,0.075998,"[{'percentage': '1', 'region': 'Australian Capital Territory'}]",,2023-06-16,AUD,100,199,40000,44999,1,0,0,0,0,0,0,0
634406225260083,102329728050606,Yes23,"Australia’s Constitution is 122 years old and still doesn’t recognise Indigenous Australians. Australia’s Constitution is 122 years old and still doesn’t recognise indigenous Australians.

#yes23
#voice
#referendum23 
#constitutionalrecognition 
#indigenousrecognition
#voiceyes
#yesvoice
#yesfair
#sayyes
#sayes",2023-06-12,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=634406225260083&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.455217,0.536574,0.442577,0.473418,0.084007,"[{'percentage': '1', 'region': 'Australian Capital Territory'}]",,2023-06-16,AUD,100,199,35000,39999,1,0,0,0,0,0,0,0
212906221632249,102329728050606,Yes23,"Great to see our sport codes supporting the Yes vote!

Sport brings us together as a nation, which is exactly what we’ll achieve with a resounding Yes vote, 

Be part of making history this year – vote Yes.",2023-06-09,Yes23,https://www.facebook.com/ads/archive/render_ad/?id=212906221632249&access_token=EAArd4ZCxT9FkBAGwLGa0BGnuLzAQR5hdaWwXqHdlCvh6vP3xPdwSEKJLFwh3ss45YGyWtZApEPeLHKi6teQPqkiNZCdrupSm1kZCeww1ZB3TytZB0ok5GIVdaH9QIGaqY16IWSNscnLLABB2RZBykrk5gG07iFeff6Ci2zo89rQt7YgGiIzAX6xHt5XZAL7i7g6Ot7ZCiy8PckZAeAGLnqyEweZBzJg3ZCCqt2mUrcmKijrkE0lBDIJkKJUmq3o4ZB0ZBLSNgZD,,0.49943,0.458381,0.31357,0.525656,0.160776,"[{'percentage': '0.044369', 'region': 'Australian Capital Territory'}, {'percentage': '0.308305', 'region': 'New South Wales'}, {'percentage': '0.013652', 'region': 'Northern Territory'}, {'percentage': '0.182025', 'region': 'Queensland'}, {'percentage': '0.05802', 'region': 'South Australia'}, {'percentage': '0.023891', 'region': 'Tasmania'}, {'percentage': '0.251422', 'region': 'Victoria'}, {'percentage': '0.118316', 'region': 'Western Australia'}]",,2023-06-14,AUD,0,99,1000,1999,0.044369,0.308305,0.013652,0.182025,0.05802,0.023891,0.251422,0.118316
