Ad_id,Advertiser,Classification,Text
1386151235531900,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
3442907995949762,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
216257097677286,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
616870423214745,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
895090218215245,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
2217011048686652,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
1156386825039478,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
761555259006988,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
3492513441070017,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
599464518733864,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
613850650649218,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
922403502234472,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
161746696802889,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
171421722439224,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
1498297547646170,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
258377449863754,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
1191114778265067,104180525925926,other,"The proposed Voice is a direct threat to our democracy and the Constitution.

This referendum divides Australians by race, gives one small group of Australians an extra say over Parliament and the Government, and will cost the earth.

And to top it off, the dangerous and divisive Voice is a “first step” towards Treaty and “agreement making”.

That could mean reparations, a “black parliament”, and oversight of executive government and the public service. 

Meanwhile there’s a crime crisis in Alice Springs, along with an energy and cost of living crisis that’s just going to get worse.

It’s not right and it’s not fair.

But you can help fight back by signing this open letter to Anthony Albanese now.

The referendum is coming – and those driving a divided Australia are already off and running.

So it’s urgent to take action now to oppose it.

Get your name on this letter today to advance our nation so it’s fair and free for ALL Australians!"
574940417883658,104180525925926,other,Dangerous. Divisive. They are lying to you.
967049827785287,104180525925926,Voice to Parliament,"Anthony Albanese keeps telling us that this is a “modest” proposal. But here is how the Voice to Parliament would work, according to the activists who designed it."
1291284408166535,117806591312470,other,"Indigenous Senator Lidia Thorpe says she is voting no because the Voice is ""not enough"". #VoteNo"
173198768981698,117806591312470,other,“We don't want to be assimilated into a constitution written by white people.” - Adrian Burragubba #VoteNo
688159899810616,117806591312470,other,"Indigenous Senator Lidia Thorpe says she is voting no because the Voice is ""not enough"". #VoteNo"
235475235765730,117806591312470,other,"""…constitutional recognition of Aboriginal and Torres Strait Islander people was an idea that initially came from the conservative side of politics,” Celeste Liddle"
1852532138461145,117806591312470,other,"""…constitutional recognition of Aboriginal and Torres Strait Islander people was an idea that initially came from the conservative side of politics,” Celeste Liddle"
212906524393392,117806591312470,other,"""…constitutional recognition of Aboriginal and Torres Strait Islander people was an idea that initially came from the conservative side of politics,” Celeste Liddle"
290711370050134,117806591312470,other,"""…constitutional recognition of Aboriginal and Torres Strait Islander people was an idea that initially came from the conservative side of politics,” Celeste Liddle"
915743513050188,117806591312470,other,"""…constitutional recognition of Aboriginal and Torres Strait Islander people was an idea that initially came from the conservative side of politics,” Celeste Liddle"
929993624724373,117806591312470,other,"""…constitutional recognition of Aboriginal and Torres Strait Islander people was an idea that initially came from the conservative side of politics,” Celeste Liddle"
756031222784313,117806591312470,other,“They want to put the colonial constitution on top of the oldest constitution on the planet ... we are sovereign and this is our land. And we deserve better than an advisory body.” - Lidia Thorpe #VoteNo
3562153027363678,117806591312470,other,"“We don't want a voice, we have a voice. We don't want a white wash. When it comes to the time. Vote ‘no’ to the referendum. Don't come here and tick a box.” -Auntie Lizzie Jarrett 
#VoteNo"
630026505372646,117806591312470,other,“We don't want to be assimilated into a constitution written by white people.” - Adrian Burragubba #VoteNo
151868671196782,117806591312470,other,“We don't want to be assimilated into a constitution written by white people.” - Adrian Burragubba #VoteNo
1029650048417886,117806591312470,other,"“We don't want a voice, we have a voice. We don't want a white wash. When it comes to the time. Vote ‘no’ to the referendum. Don't come here and tick a box.” -Auntie Lizzie Jarrett 
#VoteNo"
240857155207972,117806591312470,other,"“We don't want a voice, we have a voice. We don't want a white wash. When it comes to the time. Vote ‘no’ to the referendum. Don't come here and tick a box.” -Auntie Lizzie Jarrett 
#VoteNo"
243526275029667,117806591312470,other,“They want to put the colonial constitution on top of the oldest constitution on the planet ... we are sovereign and this is our land. And we deserve better than an advisory body.” - Lidia Thorpe #VoteNo
939382313965458,117806591312470,other,“They want to put the colonial constitution on top of the oldest constitution on the planet ... we are sovereign and this is our land. And we deserve better than an advisory body.” - Lidia Thorpe #VoteNo
796684615460545,117806591312470,other,“We don't want to be assimilated into a constitution written by white people.” - Adrian Burragubba #VoteNo
979855853012296,117806591312470,other,“They want to put the colonial constitution on top of the oldest constitution on the planet ... we are sovereign and this is our land. And we deserve better than an advisory body.” - Lidia Thorpe #VoteNo
3322765531366908,117806591312470,other,"“We don't want a voice, we have a voice. We don't want a white wash. When it comes to the time. Vote ‘no’ to the referendum. Don't come here and tick a box.” -Auntie Lizzie Jarrett 
#VoteNo"
737419571496701,117806591312470,other,“We don't want to be assimilated into a constitution written by white people.” - Adrian Burragubba #VoteNo
789871952779152,117806591312470,other,"“We don't want a voice, we have a voice. We don't want a white wash. When it comes to the time. Vote ‘no’ to the referendum. Don't come here and tick a box.” -Auntie Lizzie Jarrett 
#VoteNo"
1598080500714741,117806591312470,other,“They want to put the colonial constitution on top of the oldest constitution on the planet ... we are sovereign and this is our land. And we deserve better than an advisory body.” - Lidia Thorpe #VoteNo
3406305309607605,117806591312470,other,“We don't want to be assimilated into a constitution written by white people.” - Adrian Burragubba #VoteNo
951893802517155,117806591312470,other,“They want to put the colonial constitution on top of the oldest constitution on the planet ... we are sovereign and this is our land. And we deserve better than an advisory body.” - Lidia Thorpe #VoteNo
1830151184046703,117806591312470,other,"“We don't want a voice, we have a voice. We don't want a white wash. When it comes to the time. Vote ‘no’ to the referendum. Don't come here and tick a box.” -Auntie Lizzie Jarrett 
#VoteNo"
3435236026805253,117806591312470,other,“We don't want to be assimilated into a constitution written by white people.” - Adrian Burragubba #VoteNo
166180783083795,117806591312470,other,"The Voice is NOT ENOUGH! We want TREATY and SOVEREIGNTY!
#voteno"
196028343377956,117806591312470,other,"The Voice is NOT ENOUGH! We want TREATY and SOVEREIGNTY!
#voteno"
204091712490913,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
206078088950531,117806591312470,other,"The Voice is NOT ENOUGH! We want TREATY and SOVEREIGNTY!
#voteno"
278248084541548,117806591312470,other,"We've come too far, we've fought too hard to settle for a feckless 'advisory body'. We want TREATY, we want SOVEREIGNTY NOW! #voteno"
625188412826735,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
784802476370344,117806591312470,other,"We've come too far, we've fought too hard to settle for a feckless 'advisory body'. We want TREATY, we want SOVEREIGNTY NOW! #voteno"
795226611819006,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
797520415097719,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
897656497993245,117806591312470,other,"We've come too far, we've fought too hard to settle for a feckless 'advisory body'. We want TREATY, we want SOVEREIGNTY NOW! #voteno"
928439485057607,117806591312470,other,"We've come too far, we've fought too hard to settle for a feckless 'advisory body'. We want TREATY, we want SOVEREIGNTY NOW! #voteno"
960703005126998,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
1012511189712115,117806591312470,other,"The Voice is NOT ENOUGH! We want TREATY and SOVEREIGNTY!
#voteno"
1031904277773719,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
1549197395604837,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
1677196489408343,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
1685227348608094,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
1931894300496345,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
2258286861040228,117806591312470,other,"The Voice is NOT ENOUGH! We want TREATY and SOVEREIGNTY!
#voteno"
2287128428151463,117806591312470,other,"We've come too far, we've fought too hard to settle for a feckless 'advisory body'. We want TREATY, we want SOVEREIGNTY NOW! #voteno"
3399083487069217,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
4137103499847460,117806591312470,other,"The Voice is NOT ENOUGH! We want TREATY and SOVEREIGNTY!
#voteno"
6008478182533704,117806591312470,other,"We've come too far, we've fought too hard to settle for a feckless 'advisory body'. We want TREATY, we want SOVEREIGNTY NOW! #voteno"
6328106737236384,117806591312470,other,"First Nations Peoples deserve self-determination, reparations, repatriation of stolen goods, and an end to oppressive incarceration and abduction of our children! 'The Voice' only perpetuates and legitimises systems of oppression.
#voteno"
233637282858355,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
248732084525464,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided. I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
658228109499647,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
681057543858643,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
970869350831886,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
1364613821104880,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
284576384060288,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
289345873546517,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided. I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
603186258299036,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
934491747661705,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
955240612381440,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
955858738872188,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
239249745551211,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
246251124806793,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
280816784305748,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided. I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
601514658629574,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
650231913363121,1622506634677043,other,"I never thought this would happen in Australia.

In the country that proudly sings “We are one and free”.

The country that taught me that we are united no matter where we come from.

We are being asked to vote on a major change to our Constitution to establish a ‘Voice to Parliament’.

This is a really big deal.

It will mean that our national rulebook would treat some Australians differently based on the colour of their skin.

And it would permanently give one small group of Australians an extra say over Parliament and the Government.

This will not unite us.

It will only divide us.

And I don’t want to see my family – and my country – divided along the lines of race.

We are ONE together, not two divided."
